event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR209626,2025-02-17,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Illinivska,Vodiane Druhe,48.3357,37.5056,2,Institute for the Study of War,Other,"On 17 February 2025, Russian Forces launched assault actions on Ukrainian positions near Vodiane Druhe, Donetsk. Casualties unknown.",0,,1740519999
UKR209627,2025-02-17,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),Military Forces of Ukraine (2019-) Territorial Defense Forces,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Chuhuivskyi,Vovchanska,Vovchansk,50.2908,36.9411,2,Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 17 February 2025, Russian Forces launched assault actions on Ukrainian positions near Vovchansk, Kharkiv. According to Russian sources, 25 Ukrainian soldiers, including from the territorial defense units, were killed in the area of Vovchansk [Russian MoD reported 25 fatalities. Coded as 10 fatalities].",10,,1740519999
UKR209628,2025-02-17,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Shalyhynska,Vovkivka,51.52,34.2598,1,Ministry of Defence of Ukraine,Other,"On 17 February 2025, Russian Forces shelled Vovkivka, Sumy, with suspected 120mm mortars. Casualties unknown.",0,,1740519999
UKR209629,2025-02-17,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Sumskyi,Krasnopilska,Vysoke,50.7481,35.4682,1,Ministry of Defence of Ukraine,Other,"On 17 February 2025, Russian Forces launched drone strikes, including with suspected FPV drones, at Vysoke, Sumy. Casualties unknown.",0,,1740519999
UKR209631,2025-02-17,2025,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,Europe,Ukraine,Donetsk,Mariupolskyi,Nikolska,Nikolske,47.2053,37.3214,1,DPR Armed Forces Press Service,Other,"On 17 February 2025, un unexploded ordnance (UXO) identified as a cluster submunition detonated in Nikolske, Donetsk, injuring a civilian.",0,,1740519999
UKR209632,2025-02-17,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Yasenove,48.1056,37.0666,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 17 February 2025, Russian Forces launched assault actions on Ukrainian positions near Yasenove, Donetsk. 163 Russian soldiers were killed and 162 Russian soldiers were injured in the area of Myroliubivka, Yelyzavetivka, Promin, Lysivka, Novoukrainka, Pischane, Kotlyne, Udachne, Uspenivka, Nadiivka, Yasenove, Ulakly, Andriivka and Dachne (coded as 163 fatalities split across 14 events. 11 fatalities coded to this event). Ukrainian Forces destroyed a tank, 7 UAVs, a mortar system and 2 vehicles of Russian Forces in Pokrovsk direction.",11,,1740519999
UKR209633,2025-02-17,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Esmanska,Yastrubshchyna,51.7468,34.2594,1,Ministry of Defence of Ukraine,Other,"On 17 February 2025, Russian Forces shelled Yastrubshchyna, Sumy, with suspected 120mm mortars. Casualties unknown.",0,,1740519999
UKR209634,2025-02-17,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Chernihiv,Koriukivskyi,Snovska,Yeline,52.0233,31.9731,1,Ministry of Defence of Ukraine,Other,"On 17 February 2025, Russian Forces launched a suspected drone strike at Yeline, Chernihiv. Casualties unknown.",0,,1740519999
UKR209635,2025-02-17,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Hrodivska,Yelyzavetivka,48.3035,37.4493,2,Institute for the Study of War; Ministry of Defence of Russia; Ministry of Defence of Ukraine,Other-Regional,"On 17 February 2025, Russian Forces launched assault actions on Ukrainian positions near Yelyzavetivka, Donetsk. 163 Russian soldiers were killed and 162 Russian soldiers were injured in the area of Myroliubivka, Yelyzavetivka, Promin, Lysivka, Novoukrainka, Pischane, Kotlyne, Udachne, Uspenivka, Nadiivka, Yasenove, Ulakly, Andriivka and Dachne (coded as 163 fatalities split across 14 events. 12 fatalities coded to this event). Ukrainian Forces destroyed a tank, 7 UAVs, a mortar system and 2 vehicles of Russian Forces in Pokrovsk direction. According to Russian sources, 295 Ukrainian soldiers, including from the territorial defense units (coded to Myroliubivka) were killed in the area of Myroliubivka, Yelyzavetivka, Udachne, Uspenivka, Nadiivka, Andriivka, Myrnohrad, Zvirove and Novoandriivka [Russian MoD reported 295 fatalities. Coded as 10 fatalities split across 9 events. 1 fatality coded to this event]. Overall fatalities coded as 13.",13,,1740519999
UKR209636,2025-02-17,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Sumy,Sumskyi,Yunakivska,Yunakivka,51.1213,35.0342,2,Ministry of Defence of Russia,Regional,"On 17 February 2025, Russian Forces launched air strikes and shelled Ukrainian positions near Yunakivka, Sumy, with artillery. Casualties unknown.",0,,1740519999
UKR209638,2025-02-17,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Zahryzove,49.5046,37.7122,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 17 February 2025, Russian Forces launched assault actions on Ukrainian positions near Zahryzove, Kharkiv. Casualties unknown.",0,,1740519999
UKR209639,2025-02-17,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,3,061.ua; 24 Channel; Inform.zp.ua; Institute for the Study of War; Novoye Vremya Ukraine; Sprotyv; Suspilne Media; Unian,Other-Subnational,"On 17 February 2025, Russian drones and the fallen drone debris damaged 15 apartment buildings, 6 houses, warehouse facilities and caused power outages in Zaporizhia region (coded to Zaporizhia, Zaporizhia). No casualties.",0,,1740519999
UKR209640,2025-02-17,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,2,Institute for the Study of War,Other,"On 17 February 2025, Russian Forces launched assault actions on Ukrainian positions near Zaporizhia, Zaporizhia. Casualties unknown.",0,,1740519999
UKR209641,2025-02-17,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Sumy,Shostkynskyi,Znob-Novhorodska,Zarichchia,52.2466,33.7943,1,Ministry of Defence of Ukraine,Other,"On 17 February 2025, Russian Forces shelled Zarichchia, Sumy, with suspected 120mm mortars. Casualties unknown.",0,,1740519999
UKR209642,2025-02-17,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Kramatorskyi,Lymanska,Zarichne,49.0194,37.9208,2,Institute for the Study of War; Ministry of Defence of Ukraine,Other,"On 17 February 2025, Russian Forces launched assault actions on Ukrainian positions near Zarichne, Donetsk. Casualties unknown.",0,,1740519999
UKR209643,2025-02-17,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Kurakhivska,Zelenivka,47.9657,37.0931,2,Institute for the Study of War,Other,"On 17 February 2025, Russian Forces launched assault actions on Ukrainian positions near Zelenivka, Donetsk. Casualties unknown.",0,,1740519999
UKR209644,2025-02-17,2025,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Ukraine),,Political militia,Military Forces of Ukraine (2019-) Territorial Recruitment Center,,State forces,State forces-Political militia,,804,Europe,Ukraine,Lviv,Lvivskyi,Zhovkivska,Zhovkva,50.0583,23.9726,2,24 Channel; Novoye Vremya Ukraine,National,"On 17 February 2025, a Ukrainian draft officer was attacked and injured with a knife by two mobilised men that he was escorting to a medical examination near Zhovkva, Lviv.",0,,1740519999
UKR209645,2025-02-17,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Sumy,Sumskyi,Khotinska,Zhuravka,51.2161,34.9866,2,Ministry of Defence of Russia,Regional,"On 17 February 2025, Russian Forces launched air strikes and shelled Ukrainian positions near Zhuravka, Sumy, with artillery. Casualties unknown.",0,,1740519999
UKR209646,2025-02-17,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Poltava,Poltavskyi,Zinkivska,Zinkiv,50.2081,34.3638,2,24 Channel; Institute for the Study of War; Sprotyv; Suspilne Media,Other-National,"On 17 February 2025, Russian drones and the fallen drone debris damaged a house and an outbuilding in Zinkivska community (coded to Zinkiv, Poltava). No casualties.",0,,1740519999
UKR209647,2025-02-17,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,Europe,Ukraine,Kherson,Beryslavskyi,Novooleksandrivska,Zolota Balka,47.3784,33.9647,1,Suspilne Media,National,"On 17 February 2025, Russian Forces struck (likely by shelling as the most common event) Zolota Balka, Kherson. Casualties unknown.",0,,1740519999
UKR209648,2025-02-17,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Zvirove,48.2502,37.126,2,Institute for the Study of War; Ministry of Defence of Russia,Other-Regional,"On 17 February 2025, Russian Forces clashed with Ukrainian Forces near Zvirove, Donetsk. According to Russian sources, 295 Ukrainian soldiers, including from the territorial defense units (coded to Myroliubivka) were killed in the area of Myroliubivka, Yelyzavetivka, Udachne, Uspenivka, Nadiivka, Andriivka, Myrnohrad, Zvirove and Novoandriivka [Russian MoD reported 295 fatalities. Coded as 10 fatalities split across 9 events. 1 fatality coded to this event].",1,,1740519999
UKR209371,2025-02-16,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Iziumskyi,Borivska,Nova Kruhliakivka,49.4758,37.7203,2,Ministry of Defence of Russia,Regional,"On 16 February 2025, Russian forces shelled Ukrainian positions near Nova Kruhliakivka, Kharkiv. According to Russian sources, more than 190 Ukrainian servicemen were killed near Kindrashivka, Holubivka, Zahoruykivka, Nova Kruhliakivka, Novoliubivka, Kolodiazi and Yampolivka [Russian MoD reported 190 fatalities. Coded as 10 fatalities split across 7 events. 1 fatality coded to this event].",1,,1740511213
UKR209417,2025-02-16,2025,1,Political violence,Battles,Armed clash,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petropavlivska,Stepova Novoselivka,49.6607,37.8615,2,Institute for the Study of War,Other,"On 16 February 2025, Russian forces clashed with Ukrainian forces near Stepova Novoselivka, Kharkiv. Casualties unknown.",0,,1740511214
UKR209443,2025-02-16,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Military Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,Europe,Ukraine,Kharkiv,Kupianskyi,Petropavlivska,Zahoruykivka,49.7027,37.8349,2,Ministry of Defence of Russia,Regional,"On 16 February 2025, Russian forces shelled Ukrainian positions near Zahoruykivka, Kharkiv. According to Russian sources, more than 190 Ukrainian servicemen were killed near Kindrashivka, Holubivka, Zahoruykivka, Nova Kruhliakivka, Novoliubivka, Kolodiazi and Yampolivka [Russian MoD reported 190 fatalities. Coded as 10 fatalities split across 7 events. 2 fatalities coded to this event].",2,,1740511214
UKR208710,2025-02-16,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,Civilians (Ukraine),External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.3133,38.0416,1,DPR Armed Forces Press Service; ITAR-TASS,Other-Regional,"On 16 February 2025, Ukrainian forces shelled Russian DPR positions in Horlivka, Donetsk. Private houses were damaged. 3 civilians were injured.",0,,1740519993
UKR208711,2025-02-16,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,Civilians (Ukraine),External/Other forces,State forces-External/Other forces,,804,Europe,Ukraine,Donetsk,Volnovaskyi,Staromlynivska,Yalynske,47.6428,36.9345,1,DPR Armed Forces Press Service,Other,"On 16 February 2025, Ukrainian forces shelled Russian DPR positions in Yalynske, Donetsk. 1 civilian was injured.",0,,1740519993
